gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster
ROBO2,0,0.486741563,0.985,0.828,0,EX.NRG1
SCN3B,0,0.479789634,0.927,0.747,0,EX.NRG1
KCNIP4-IT1,0,0.479423666,0.848,0.579,0,EX.NRG1
MEG8,0,0.474317817,0.97,0.764,0,EX.NRG1
AL391840.1,0,0.473138667,0.896,0.619,0,EX.NRG1
NTNG2,0,0.472040434,0.793,0.519,0,EX.NRG1
NECAB1,0,0.47089103,0.962,0.68,0,EX.NRG1
MIR2052HG,0,0.470818673,0.789,0.551,0,EX.NRG1
FAM153CP,0,0.46791018,0.932,0.668,0,EX.NRG1
CACNG3,0,0.467389746,0.943,0.705,0,EX.NRG1
AC110296.1,0,0.4657606,0.838,0.622,0,EX.NRG1
HTR1E,0,0.464363782,0.775,0.597,0,EX.NRG1
CCDC3,0,0.456481819,0.817,0.56,0,EX.NRG1
KCTD1,0,0.453218268,0.904,0.639,0,EX.NRG1
CDH13,0,0.453162659,0.898,0.659,0,EX.NRG1
SORCS1,0,0.450087003,0.879,0.744,0,EX.NRG1
ENC1,0,0.448412858,0.971,0.758,0,EX.NRG1
AC008696.2,0,0.447671075,0.777,0.528,0,EX.NRG1
MCHR2,0,0.438981228,0.866,0.638,0,EX.NRG1
AL136456.1,0,0.4362606,0.671,0.555,0,EX.NRG1
GAP43,0,0.435582744,0.962,0.741,0,EX.NRG1
GRIK3,0,0.427234981,0.893,0.604,0,EX.NRG1
CDH6,0,0.42603391,0.751,0.61,0,EX.NRG1
LINC01250,0,0.423407125,0.897,0.679,0,EX.NRG1
PDE1A,0,0.422838838,0.882,0.711,0,EX.NRG1
MCTP2,0,0.422476249,0.604,0.464,0,EX.NRG1
SNED1,0,0.417741864,0.837,0.599,0,EX.NRG1
AC099517.1,0,0.416225041,0.607,0.44,0,EX.NRG1
SNCA,0,0.416065734,0.961,0.704,0,EX.NRG1
SSTR2,0,0.415196313,0.802,0.57,0,EX.NRG1
AC060765.2,0,0.414701347,0.604,0.573,0,EX.NRG1
PLXNA4,0,0.412894383,0.937,0.68,0,EX.NRG1
CDH9,0,0.412480213,0.921,0.702,0,EX.NRG1
DCHS2,0,0.404343099,0.726,0.533,0,EX.NRG1
AC091078.1,0,0.40013032,0.553,0.486,0,EX.NRG1
IQCJ-SCHIP1,0,0.399080305,0.973,0.734,0,EX.NRG1
GABRG3,0,0.391747868,0.972,0.71,0,EX.NRG1
KCNT2,0,0.389362488,0.948,0.761,0,EX.NRG1
LINC02197,0,0.387606521,0.847,0.548,0,EX.NRG1
PLEKHA5,0,0.387363719,0.978,0.752,0,EX.NRG1
PART1,0,0.383802511,0.805,0.582,0,EX.NRG1
SEMA3A,0,0.380974932,0.583,0.455,0,EX.NRG1
KLHL1,0,0.376951958,0.781,0.561,0,EX.NRG1
TBR1,0,0.376113498,0.749,0.53,0,EX.NRG1
SNAP25-AS1,0,0.371093443,0.863,0.601,0,EX.NRG1
CEMIP2,0,0.369974753,0.74,0.497,0,EX.NRG1
EPHA5,0,0.369812741,0.938,0.731,0,EX.NRG1
FRMPD4,0,0.369762613,0.981,0.753,0,EX.NRG1
NR4A2,0,0.36882512,0.69,0.573,0,EX.NRG1
ANO3,0,0.362523972,0.843,0.671,0,EX.NRG1
TESPA1,0,0.362325882,0.753,0.583,0,EX.NRG1
B4GALNT3,0,0.361552512,0.689,0.472,0,EX.NRG1
AC005906.2,0,0.355100104,0.764,0.52,0,EX.NRG1
SORCS3,0,0.35481617,0.914,0.67,0,EX.NRG1
INPP4B,0,0.354648658,0.884,0.602,0,EX.NRG1
R3HDM1,0,0.351508576,0.988,0.807,0,EX.NRG1
PKN2-AS1,0,0.347815729,0.74,0.589,0,EX.NRG1
PTPRK,0,0.346921031,0.964,0.746,0,EX.NRG1
MIR4500HG,0,0.345967448,0.765,0.535,0,EX.NRG1
DNAH6,0,0.344157175,0.764,0.513,0,EX.NRG1
AC093607.1,0,0.342983995,0.805,0.624,0,EX.NRG1
ADAMTS19,0,0.33765923,0.899,0.618,0,EX.NRG1
KHDRBS2-OT,0,0.335259714,0.806,0.564,0,EX.NRG1
ANKRD33B,0,0.328457347,0.764,0.603,0,EX.NRG1
CACNA2D3,0,0.32736677,0.953,0.708,0,EX.NRG1
SNAP25,0,0.324880588,0.99,0.838,0,EX.NRG1
ESRRG,0,0.322697393,0.93,0.696,0,EX.NRG1
CREG2,0,0.320299823,0.944,0.706,0,EX.NRG1
AC021613.1,0,0.320136618,0.633,0.507,0,EX.NRG1
SAMD5,0,0.319222428,0.88,0.623,0,EX.NRG1
AC027288.3,0,0.317358416,0.796,0.584,0,EX.NRG1
CALN1,0,0.316647793,0.916,0.676,0,EX.NRG1
AL136119.1,0,0.315926865,0.563,0.479,0,EX.NRG1
LINC02254,0,0.313237966,0.572,0.426,0,EX.NRG1
FAM153B,0,0.313024163,0.872,0.617,0,EX.NRG1
MOXD1,0,0.31283374,0.604,0.421,0,EX.NRG1
AC090709.1,0,0.310087634,0.753,0.481,0,EX.NRG1
TRIM36,0,0.307783647,0.764,0.586,0,EX.NRG1
LINC01435,0,0.30097063,0.6,0.578,0,EX.NRG1
IL12RB2,0,0.297822594,0.744,0.572,0,EX.NRG1
PDZD2,0,0.293917775,0.907,0.653,0,EX.NRG1
NRGN,0,0.292150029,0.949,0.764,0,EX.NRG1
PVT1,0,0.291372104,0.713,0.551,0,EX.NRG1
DGKB,0,0.289262603,0.968,0.75,0,EX.NRG1
LINC02008,0,0.287815883,0.807,0.626,0,EX.NRG1
BDNF,0,0.287161828,0.818,0.597,0,EX.NRG1
PTPRO,0,0.28677599,0.919,0.744,0,EX.NRG1
TRPC4,0,0.285897482,0.797,0.596,0,EX.NRG1
AC040174.1,0,0.285516465,0.722,0.535,0,EX.NRG1
CHN1,0,0.285132303,0.994,0.859,0,EX.NRG1
AC084816.1,0,0.284167124,0.602,0.484,0,EX.NRG1
SLC26A4,0,0.283934356,0.662,0.526,0,EX.NRG1
DNAH14,0,0.281398652,0.777,0.56,0,EX.NRG1
SIDT1,0,0.272675596,0.734,0.558,0,EX.NRG1
AC011995.2,0,0.267165736,0.773,0.55,0,EX.NRG1
LINC01197,0,0.264835419,0.582,0.486,0,EX.NRG1
AL024495.1,0,0.264505136,0.702,0.603,0,EX.NRG1
AC068931.1,0,0.263986455,0.634,0.428,0,EX.NRG1
DGKH,0,0.263628198,0.811,0.56,0,EX.NRG1
ARPP19,0,0.259758994,0.972,0.757,0,EX.NRG1
LINC00710,0,0.257924293,0.747,0.418,0,EX.NRG1
TAFA1,0,0.257509584,0.964,0.747,0,EX.NRG1
AL033504.1,0,0.25666047,0.81,0.538,0,EX.NRG1
AFF2,0,0.255254729,0.729,0.503,0,EX.NRG1
AC112481.2,0,0.25370837,0.677,0.447,0,EX.NRG1
SAMD3,0,0.251834626,0.637,0.614,0,EX.NRG1
SPARC,0,-0.250390591,0.427,0.615,0,EX.NRG1
FLT1,0,-0.25117379,0.281,0.534,0,EX.NRG1
PLPP4,0,-0.252082833,0.217,0.458,0,EX.NRG1
CPED1,0,-0.257281126,0.256,0.461,0,EX.NRG1
EMX2,0,-0.259849918,0.227,0.447,0,EX.NRG1
ETNPPL,0,-0.26232936,0.597,0.392,0,EX.NRG1
LYN,0,-0.26973864,0.214,0.51,0,EX.NRG1
MLC1,0,-0.278638684,0.286,0.489,0,EX.NRG1
CDH7,0,-0.282370348,0.41,0.616,0,EX.NRG1
GRID2,0,-0.29428176,0.958,0.761,0,EX.NRG1
PRDM16,0,-0.2996975,0.309,0.528,0,EX.NRG1
VAV3,0,-0.309502233,0.317,0.553,0,EX.NRG1
TNR,0,-0.317691709,0.929,0.739,0,EX.NRG1
TSBP1-AS1,0,-0.335809204,0.375,0.534,0,EX.NRG1
HEPN1,0,-0.360046388,0.268,0.427,0,EX.NRG1
GRIN3A,0,-0.366633313,0.698,0.569,0,EX.NRG1
TRMT9B,0,-0.367635774,0.725,0.619,0,EX.NRG1
ZFP36L1,0,-0.379747163,0.681,0.496,0,EX.NRG1
TXNIP,0,-0.382145519,0.185,0.388,0,EX.NRG1
GLI3,0,-0.387134744,0.664,0.478,0,EX.NRG1
SPON1,0,-0.402616663,0.669,0.513,0,EX.NRG1
DLEU1,0,-0.424680966,0.653,0.523,0,EX.NRG1
ADRA1A,0,-0.431045558,0.458,0.593,0,EX.NRG1
HSP90AA1,0,-0.443902242,0.945,0.842,0,EX.NRG1
SLCO1C1,0,-0.46565122,0.215,0.506,0,EX.NRG1
SLIT2,0,-0.468431842,0.725,0.591,0,EX.NRG1
WLS,0,-0.481244564,0.745,0.62,0,EX.NRG1
DAB1,0,-0.490140489,0.919,0.714,0,EX.NRG1
KLHL5,0,-0.494649845,0.636,0.583,0,EX.NRG1
EGFR,0,-0.495873789,0.234,0.483,0,EX.NRG1
PRKG1,0,-0.49634501,0.915,0.745,0,EX.NRG1
KIAA1211,0,-0.525362078,0.554,0.512,0,EX.NRG1
AC233296.1,0,-0.54416945,0.507,0.505,0,EX.NRG1
BMPR1B,0,-0.547196707,0.42,0.598,0,EX.NRG1
FOLH1,0,-0.548680877,0.214,0.47,0,EX.NRG1
ATP13A4,0,-0.553106385,0.372,0.539,0,EX.NRG1
PIP5K1B,0,-0.559018219,0.485,0.654,0,EX.NRG1
OPALIN,0,-0.560473886,0.531,0.408,0,EX.NRG1
ADAMTS9-AS2,0,-0.581621274,0.64,0.584,0,EX.NRG1
PON2,0,-0.583861554,0.256,0.463,0,EX.NRG1
CAMK2D,0,-0.607206544,0.706,0.663,0,EX.NRG1
PWRN1,0,-0.614040109,0.657,0.613,0,EX.NRG1
ATP1B2,0,-0.615348525,0.328,0.531,0,EX.NRG1
PLPP3,0,-0.621894232,0.363,0.51,0,EX.NRG1
COL11A1,0,-0.64368572,0.628,0.661,0,EX.NRG1
CUX2,0,-0.644994961,0.589,0.639,0,EX.NRG1
TMEM132C,0,-0.651792753,0.437,0.542,0,EX.NRG1
CERCAM,0,-0.654458528,0.24,0.408,0,EX.NRG1
PTCHD4,0,-0.665949443,0.395,0.581,0,EX.NRG1
PCSK6,0,-0.679778869,0.585,0.584,0,EX.NRG1
GLIS3,0,-0.684818148,0.573,0.531,0,EX.NRG1
GAD1,0,-0.703185706,0.332,0.561,0,EX.NRG1
STXBP6,0,-0.712526179,0.447,0.556,0,EX.NRG1
LINC01170,0,-0.723362055,0.247,0.485,0,EX.NRG1
CNDP1,0,-0.73243104,0.594,0.456,0,EX.NRG1
GRAMD2B,0,-0.735553166,0.532,0.509,0,EX.NRG1
MT2A,0,-0.737107993,0.328,0.503,0,EX.NRG1
MMD2,0,-0.744593751,0.58,0.654,0,EX.NRG1
VCAN,0,-0.749713247,0.331,0.495,0,EX.NRG1
SLC24A3,0,-0.751464429,0.589,0.595,0,EX.NRG1
PARD3B,0,-0.753700438,0.62,0.553,0,EX.NRG1
MGAT4C,0,-0.761575368,0.91,0.797,0,EX.NRG1
VRK2,0,-0.767088271,0.452,0.568,0,EX.NRG1
LPAR1,0,-0.785698874,0.546,0.519,0,EX.NRG1
PDE7B,0,-0.792943773,0.636,0.702,0,EX.NRG1
PLPPR1,0,-0.797225493,0.768,0.669,0,EX.NRG1
UGT8,0,-0.826462445,0.435,0.519,0,EX.NRG1
DNER,0,-0.842179335,0.525,0.622,0,EX.NRG1
SLC6A1,0,-0.862357169,0.522,0.563,0,EX.NRG1
MEIS2,0,-0.892180068,0.658,0.678,0,EX.NRG1
NDRG2,0,-0.901945174,0.434,0.469,0,EX.NRG1
SLC9A9,0,-0.915263684,0.552,0.625,0,EX.NRG1
PARD3,0,-0.947327142,0.553,0.615,0,EX.NRG1
DOCK5,0,-0.950030598,0.466,0.525,0,EX.NRG1
THSD7A,0,-0.964679031,0.736,0.732,0,EX.NRG1
ENPP2,0,-0.970695196,0.625,0.596,0,EX.NRG1
C10orf90,0,-0.986211654,0.625,0.558,0,EX.NRG1
TMEM144,0,-1.01006838,0.536,0.58,0,EX.NRG1
ITPR2,0,-1.023315544,0.44,0.596,0,EX.NRG1
TAFA2,0,-1.037537766,0.527,0.74,0,EX.NRG1
PTN,0,-1.050071391,0.614,0.667,0,EX.NRG1
AL589740.1,0,-1.054074821,0.73,0.758,0,EX.NRG1
KCNH8,0,-1.065091614,0.562,0.603,0,EX.NRG1
PREX2,0,-1.065337967,0.689,0.625,0,EX.NRG1
BCAS1,0,-1.1535945,0.516,0.624,0,EX.NRG1
RBMS3,0,-1.171865764,0.624,0.69,0,EX.NRG1
MOBP,0,-1.190728835,0.443,0.527,0,EX.NRG1
LUZP2,0,-1.216349441,0.747,0.772,0,EX.NRG1
ZNF536,0,-1.234716721,0.498,0.617,0,EX.NRG1
MAML2,0,-1.239078479,0.607,0.64,0,EX.NRG1
SOX6,0,-1.318512641,0.53,0.611,0,EX.NRG1
EPHA6,0,-1.318668427,0.618,0.662,0,EX.NRG1
PITPNC1,0,-1.341292516,0.662,0.76,0,EX.NRG1
FRMD4B,0,-1.360479166,0.661,0.642,0,EX.NRG1
NXPH1,0,-1.406446081,0.596,0.592,0,EX.NRG1
NCKAP5,0,-1.406792504,0.622,0.681,0,EX.NRG1
SPOCK3,0,-1.429656203,0.526,0.66,0,EX.NRG1
PCDH15,0,-1.439320204,0.653,0.656,0,EX.NRG1
SOX2-OT,0,-1.446690938,0.623,0.713,0,EX.NRG1
PTPRZ1,0,-1.455403343,0.626,0.734,0,EX.NRG1
GRIK1,0,-1.526437913,0.637,0.621,0,EX.NRG1
FBXL7,0,-1.543760814,0.551,0.695,0,EX.NRG1
ADARB2,0,-1.561419757,0.604,0.552,0,EX.NRG1
NEAT1,0,-1.562193558,0.458,0.635,0,EX.NRG1
RNF220,0,-1.60183377,0.621,0.674,0,EX.NRG1
PTGDS,0,-1.680447659,0.408,0.587,0,EX.NRG1
MBP,0,-1.732661679,0.564,0.624,0,EX.NRG1
SLC1A3,0,-1.799568238,0.378,0.635,0,EX.NRG1
ST18,0,-1.853363233,0.467,0.599,0,EX.NRG1
SLC1A2,0,-1.93807855,0.816,0.774,0,EX.NRG1
PLP1,0,-2.118850471,0.557,0.537,0,EX.NRG1
ERBB4,0,-2.427393895,0.662,0.805,0,EX.NRG1
NKAIN3,4.94065645841247e-324,-1.127334624,0.593,0.683,9.88131291682493e-321,EX.NRG1
ZFHX3,3.45845952088873e-323,-0.576842486,0.623,0.564,6.91691904177745e-320,EX.NRG1
TUBA1A,2.64325120525067e-321,-0.333080396,0.901,0.756,5.28650241050134e-318,EX.NRG1
ST6GAL1,3.05777228211147e-320,-0.308154038,0.828,0.651,6.11554456422295e-317,EX.NRG1
IL1RAP,1.29045006037275e-319,-0.463994645,0.57,0.618,2.5809001207455e-316,EX.NRG1
MAF,3.97113661960881e-318,-0.423974092,0.3,0.46,7.94227323921762e-315,EX.NRG1
COL9A1,4.23925881742646e-315,-0.284034066,0.323,0.501,8.47851763485292e-312,EX.NRG1
MAG,6.09307581238996e-315,-0.601770852,0.511,0.433,1.21861516247799e-311,EX.NRG1
FAM107B,7.2460971754756e-315,-0.820896141,0.52,0.526,1.44921943509512e-311,EX.NRG1
PTPRM,1.25052402522269e-313,-0.787436504,0.472,0.532,2.50104805044537e-310,EX.NRG1
TF,5.96914939996057e-313,-1.097036168,0.491,0.517,0.00E+00,EX.NRG1
LINC01608,0.00E+00,-0.916119298,0.403,0.507,6.95E-306,EX.NRG1
SPARCL1,2.83E-308,-0.42782416,0.933,0.798,5.66E-305,EX.NRG1
AC079352.1,8.70E-308,-0.812678009,0.662,0.618,1.74E-304,EX.NRG1
APOD,1.63E-306,-0.981203839,0.467,0.542,3.25E-303,EX.NRG1
SMOC1,2.06E-306,-0.493603211,0.395,0.536,4.12E-303,EX.NRG1
GAD2,1.14E-305,-0.544440945,0.416,0.554,2.28E-302,EX.NRG1
BCAN,2.00E-305,-0.442271115,0.302,0.491,3.99E-302,EX.NRG1
CRYAB,3.83E-305,-0.920807137,0.487,0.518,7.67E-302,EX.NRG1
GLUL,2.61E-303,-0.932306358,0.333,0.444,5.21E-300,EX.NRG1
LRP2,4.01E-302,-0.314228577,0.53,0.408,8.02E-299,EX.NRG1
SLC4A4,1.09E-301,-1.009673008,0.698,0.656,2.18E-298,EX.NRG1
CNP,3.71E-300,-0.860427638,0.487,0.498,7.42E-297,EX.NRG1
ARHGAP42,3.60E-299,-0.440045213,0.379,0.5,7.20E-296,EX.NRG1
S100B,6.32E-298,-0.535581597,0.504,0.489,1.26E-294,EX.NRG1
SLCO1A2,5.50E-296,-0.751185733,0.411,0.5,1.10E-292,EX.NRG1
CDH8,6.04E-294,-0.457898721,0.82,0.715,1.21E-290,EX.NRG1
ADCY8,3.54E-293,-0.485288673,0.472,0.529,7.07E-290,EX.NRG1
F3,9.59E-293,-0.445589482,0.311,0.47,1.92E-289,EX.NRG1
CA2,4.44E-292,-0.465424262,0.304,0.443,8.89E-289,EX.NRG1
OBI1-AS1,7.15E-291,-1.064885617,0.43,0.564,1.43E-287,EX.NRG1
SDK1,2.88E-290,-0.653695909,0.67,0.605,5.77E-287,EX.NRG1
NTNG1,7.53E-289,-0.404321017,0.785,0.674,1.51E-285,EX.NRG1
AC114971.1,3.40E-287,-0.620127652,0.568,0.499,6.80E-284,EX.NRG1
ADAM28,4.16E-286,-0.315409728,0.642,0.471,8.31E-283,EX.NRG1
RORB,1.97E-285,-0.822253219,0.578,0.625,3.94E-282,EX.NRG1
PLLP,8.48E-282,-0.582355559,0.37,0.467,1.70E-278,EX.NRG1
KCNH5,9.03E-281,-0.493612821,0.574,0.69,1.81E-277,EX.NRG1
SGCD,3.71E-280,-0.370239261,0.893,0.777,7.41E-277,EX.NRG1
UBC,2.30E-276,-0.291415839,0.754,0.621,4.60E-273,EX.NRG1
PCP4,4.03E-276,-0.400468102,0.739,0.629,8.06E-273,EX.NRG1
DISC1,4.32E-273,-0.700200367,0.526,0.539,8.63E-270,EX.NRG1
AL137139.2,7.55E-272,-0.561494479,0.599,0.501,1.51E-268,EX.NRG1
KIAA1217,6.00E-270,-0.568802928,0.843,0.708,1.20E-266,EX.NRG1
LINC01378,3.98E-268,-0.27503644,0.39,0.572,7.95E-265,EX.NRG1
SCD,8.43E-267,-0.839210815,0.558,0.562,1.69E-263,EX.NRG1
OLIG1,5.37E-266,-0.444881231,0.481,0.427,1.07E-262,EX.NRG1
ATP8B4,1.08E-265,-0.297134667,0.344,0.526,2.15E-262,EX.NRG1
AC008571.2,3.23E-265,-0.537970806,0.344,0.472,6.45E-262,EX.NRG1
GALNTL6,1.78E-262,-0.312717488,0.906,0.769,3.57E-259,EX.NRG1
TLE4,8.18E-262,-0.681898452,0.458,0.605,1.64E-258,EX.NRG1
MERTK,2.39E-260,-0.43014406,0.525,0.457,4.78E-257,EX.NRG1
EPS8,6.46E-260,-0.474433,0.574,0.574,1.29E-256,EX.NRG1
CLDN11,1.24E-259,-0.772415694,0.417,0.461,2.48E-256,EX.NRG1
CST3,1.67E-258,-0.812269335,0.484,0.462,3.33E-255,EX.NRG1
GAPDH,2.39E-257,-0.422884975,0.89,0.81,4.79E-254,EX.NRG1
SELENOP,3.27E-255,-0.619022909,0.439,0.439,6.55E-252,EX.NRG1
TENM1,7.77E-254,-0.491218751,0.682,0.613,1.55E-250,EX.NRG1
SERPINE2,8.93E-253,-0.361396448,0.838,0.702,1.79E-249,EX.NRG1
STON2,1.43E-252,-0.359298921,0.376,0.514,2.86E-249,EX.NRG1
AC012494.1,3.75E-252,-1.032856201,0.559,0.565,7.50E-249,EX.NRG1
ARHGAP24,4.26E-251,-1.045460697,0.426,0.523,8.51E-248,EX.NRG1
SLC5A11,2.63E-248,-0.681465268,0.581,0.529,5.26E-245,EX.NRG1
NHSL1,3.94E-247,-0.602400693,0.436,0.57,7.89E-244,EX.NRG1
GPR37L1,5.87E-246,-0.470971112,0.34,0.453,1.17E-242,EX.NRG1
TAC1,5.50E-244,-0.268071802,0.566,0.46,1.10E-240,EX.NRG1
LINC00609,3.61E-243,-0.795912579,0.608,0.58,7.22E-240,EX.NRG1
CNTN5,1.44E-241,-0.907530033,0.788,0.72,2.89E-238,EX.NRG1
ABCA8,3.91E-241,-0.663539995,0.47,0.495,7.82E-238,EX.NRG1
PDE3A,3.91E-240,-0.381152644,0.526,0.621,7.82E-237,EX.NRG1
ZNF385D,7.04E-239,-0.81009519,0.785,0.655,1.41E-235,EX.NRG1
DLC1,8.04E-239,-0.760262064,0.7,0.673,1.61E-235,EX.NRG1
SPP1,8.68E-239,-0.672350603,0.315,0.39,1.74E-235,EX.NRG1
HIF3A,2.56E-236,-0.452246013,0.471,0.42,5.12E-233,EX.NRG1
PROX1,8.05E-236,-0.381261413,0.378,0.468,1.61E-232,EX.NRG1
IGFBP7,1.56E-235,-0.309778318,0.343,0.485,3.12E-232,EX.NRG1
PCDH11Y,4.00E-235,-0.277085341,0.851,0.715,8.01E-232,EX.NRG1
GHR,8.46E-235,-0.264014704,0.431,0.592,1.69E-231,EX.NRG1
LINC01322,8.95E-235,-0.454524606,0.781,0.69,1.79E-231,EX.NRG1
RAB3IP,1.77E-234,-0.38279115,0.627,0.551,3.54E-231,EX.NRG1
AL359091.1,2.07E-230,-0.636760856,0.282,0.347,4.13E-227,EX.NRG1
UTRN,9.74E-229,-0.376386317,0.712,0.625,1.95E-225,EX.NRG1
DLX6-AS1,1.41E-228,-0.580068144,0.528,0.545,2.81E-225,EX.NRG1
SPHKAP,1.36E-227,-0.348427962,0.6,0.655,2.71E-224,EX.NRG1
MFGE8,1.51E-226,-0.27561804,0.323,0.469,3.02E-223,EX.NRG1
ARHGAP31,4.09E-226,-0.428716545,0.593,0.548,8.18E-223,EX.NRG1
ITGA2,3.45E-225,-0.287284211,0.508,0.41,6.89E-222,EX.NRG1
PAMR1,7.40E-224,-0.562669189,0.558,0.617,1.48E-220,EX.NRG1
LINC00844,3.33E-222,-0.40175812,0.309,0.428,6.67E-219,EX.NRG1
IGF1,3.60E-222,-0.305848379,0.546,0.621,7.21E-219,EX.NRG1
LINC02263,1.07E-219,-0.51016859,0.561,0.6,2.15E-216,EX.NRG1
KCNMB2,4.04E-219,-0.563860459,0.735,0.696,8.07E-216,EX.NRG1
PIEZO2,8.20E-217,-0.4343349,0.574,0.532,1.64E-213,EX.NRG1
ACSS1,3.04E-216,-0.506601887,0.385,0.43,6.07E-213,EX.NRG1
RNASE1,6.98E-215,-0.642350172,0.456,0.461,1.40E-211,EX.NRG1
MOG,1.28E-214,-0.519001431,0.392,0.428,2.55E-211,EX.NRG1
PLCH1,3.16E-214,-0.441062845,0.468,0.516,6.32E-211,EX.NRG1
ATP1A2,2.89E-213,-0.768898013,0.407,0.515,5.79E-210,EX.NRG1
PDK4,1.74E-212,-0.285048972,0.258,0.38,3.48E-209,EX.NRG1
CLU,4.05E-211,-0.785305832,0.871,0.797,8.10E-208,EX.NRG1
TUBB2B,8.14E-211,-0.371141068,0.508,0.511,1.63E-207,EX.NRG1
ROR1,7.14E-210,-0.389875162,0.505,0.54,1.43E-206,EX.NRG1
MRVI1,4.60E-209,-0.300779183,0.348,0.477,9.20E-206,EX.NRG1
TPD52L1,1.10E-208,-0.406829191,0.327,0.462,2.20E-205,EX.NRG1
BTBD11,1.00E-207,-0.390995451,0.487,0.461,2.01E-204,EX.NRG1
SLC25A18,3.06E-206,-0.382181148,0.462,0.385,6.12E-203,EX.NRG1
AL033523.1,5.41E-206,-0.5806967,0.46,0.499,1.08E-202,EX.NRG1
DOCK8,1.37E-203,-0.602738574,0.424,0.563,2.74E-200,EX.NRG1
HSPA1B,1.63E-202,-0.283931932,0.361,0.517,3.26E-199,EX.NRG1
LRMDA,3.40E-202,-0.784910195,0.585,0.481,6.79E-199,EX.NRG1
RELN,2.51E-201,-0.625930526,0.608,0.514,5.01E-198,EX.NRG1
APOE,5.19E-201,-0.747391382,0.363,0.457,1.04E-197,EX.NRG1
ZMAT4,1.15E-200,-0.565824378,0.648,0.645,2.30E-197,EX.NRG1
ADGRV1,9.12E-198,-0.995880351,0.656,0.555,1.82E-194,EX.NRG1
KIF26B,1.65E-193,-0.571697015,0.584,0.65,3.30E-190,EX.NRG1
VWC2L,7.11E-193,-0.310522703,0.392,0.535,1.42E-189,EX.NRG1
PARM1,1.62E-191,-0.287538761,0.427,0.57,3.24E-188,EX.NRG1
LINC01572,5.64E-191,-0.297681586,0.561,0.498,1.13E-187,EX.NRG1
LRIG1,5.88E-188,-0.421442802,0.522,0.475,1.18E-184,EX.NRG1
LHFPL3,7.28E-187,-1.553211833,0.608,0.609,1.46E-183,EX.NRG1
EYA1,9.91E-187,-0.253100601,0.543,0.45,1.98E-183,EX.NRG1
COL5A3,1.97E-186,-0.603530976,0.643,0.518,3.94E-183,EX.NRG1
ERMN,5.17E-186,-0.512812407,0.408,0.441,1.03E-182,EX.NRG1
VWC2,9.71E-186,-0.411859947,0.482,0.613,1.94E-182,EX.NRG1
SLC7A14-AS1,7.40E-183,-0.808202387,0.613,0.579,1.48E-179,EX.NRG1
SGO1-AS1,1.38E-181,-0.368469896,0.368,0.506,2.75E-178,EX.NRG1
MIR3681HG,3.80E-180,-0.288342038,0.55,0.46,7.60E-177,EX.NRG1
SCRG1,1.59E-179,-0.324719243,0.497,0.564,3.17E-176,EX.NRG1
TRIM59,2.84E-179,-0.515077841,0.508,0.495,5.69E-176,EX.NRG1
ACSBG1,4.55E-177,-0.407924996,0.51,0.512,9.10E-174,EX.NRG1
CABLES1,5.72E-177,-0.465907238,0.657,0.579,1.14E-173,EX.NRG1
TNS3,1.84E-176,-0.373923879,0.329,0.451,3.68E-173,EX.NRG1
AL392086.3,1.84E-176,-0.370641833,0.589,0.552,3.69E-173,EX.NRG1
CKB,4.37E-175,-0.327017578,0.849,0.756,8.73E-172,EX.NRG1
ALK,3.40E-174,-0.415989828,0.62,0.569,6.80E-171,EX.NRG1
AGT,5.07E-173,-0.387826436,0.351,0.431,1.01E-169,EX.NRG1
FGFR3,7.58E-173,-0.54671448,0.375,0.441,1.52E-169,EX.NRG1
TOX3,9.67E-172,-0.28623761,0.587,0.626,1.93E-168,EX.NRG1
EPHA3,5.37E-170,-0.345155744,0.639,0.612,1.07E-166,EX.NRG1
ANLN,2.19E-169,-0.46600917,0.52,0.472,4.38E-166,EX.NRG1
AC090015.1,6.38E-167,-0.400578102,0.38,0.458,1.28E-163,EX.NRG1
GJA1,1.80E-165,-0.576233392,0.32,0.397,3.61E-162,EX.NRG1
KCNIP1,1.37E-164,-0.437019722,0.667,0.612,2.73E-161,EX.NRG1
FYB1,1.45E-163,-0.380043271,0.458,0.35,2.91E-160,EX.NRG1
AC002429.2,3.15E-163,-0.776180863,0.476,0.576,6.29E-160,EX.NRG1
PMP2,4.44E-163,-0.294627432,0.42,0.465,8.88E-160,EX.NRG1
ALDH1L1,1.24E-162,-0.303261151,0.35,0.439,2.48E-159,EX.NRG1
WIF1,1.69E-162,-0.412775959,0.469,0.479,3.37E-159,EX.NRG1
MT1X,1.38E-157,-0.263776757,0.364,0.476,2.75E-154,EX.NRG1
TMSB4X,4.43E-157,-0.372588273,0.945,0.872,8.87E-154,EX.NRG1
RFX4,6.54E-157,-0.393154488,0.711,0.612,1.31E-153,EX.NRG1
AP1S2,1.87E-156,-0.334730227,0.479,0.499,3.75E-153,EX.NRG1
CXCL14,1.34E-155,-0.474874779,0.453,0.458,2.68E-152,EX.NRG1
ADAMTS17,3.65E-155,-0.439705559,0.434,0.541,7.30E-152,EX.NRG1
ANK1,9.63E-155,-0.280507216,0.452,0.493,1.93E-151,EX.NRG1
MCC,4.77E-154,-0.383155319,0.54,0.58,9.54E-151,EX.NRG1
NYAP2,2.41E-152,-0.317914733,0.659,0.634,4.82E-149,EX.NRG1
